text,emotion
antara seneng ama sedih seneng nya dapat skin harga jutaan rupiah sedihnya tidak dapat skin yang dipengen ya allah bkn hamba tidak bersyukur tapi hoki seumur hidupnya kok mode on sih ,1
ngakak anjir takut banget wkwkkwkw,5
enak banget bangsat bisa bisa nya di bilang flop,4
nona peramu cinta mengapa dicipta kembali sebuah rasa tumbuh bebas sepertinya tidak biasa menulis kumpulan aksara dan berbagai frasa sebagai tanda jika dia meramu cinta,2
jangan takut oleh jarak karena jarak yang telah mempertemukan kita ,1
aku gini mamah nya masih sering banget minta temenin pegi atau tidak nyuruh main kerumah padahal mamahnya tau kita udah tidak bareng berasa takut takut bikin risih pasangan doi nantinya dan akhirnya aku suka cari alesan gitu dan aga memberikan space,5
bissmillahirohmanirrohim aja sih pada takut ina masuk grup neraka padahal ina sering buat tu grup jadi neraka ,1
ampun kenapa para seme pada risih atau malu buat manja hai kalian begitu tuh lucu banget tau malah mau kekep ampe bengek g,3
kayaknya gusti allah marah sama aku,0
halo ryuu apa kabar ,1
harus semangat nyampe go nanti,3
melodyjkt meski ada hal sedih ataupun hal yang memberatkan tidak apa asal yang bahagia lebih banyak ,1
ke papua takut melanggar ham kata nya dung dung beraninya sama rakyat sipil yang tidak bersenjata banyak banyak istighfar lihat nya,5
iyaa sedih banget padahal aku suka dia banget di sn,0
selamat pagi kara tentu saja boleh dong akan saya jawab ya b auramu cantik dan anggun sekali saya ngelihatnya amazed serius dan kita jarang mengobrol ya kara tapi ayo kapankapan kita ngobrol gitu you seem like a fun person to talk with ,1
yang kaca lebih enak menurutku tapi boleh tu dicoba versi kemasan kotaknya ,1
selamat pagihappy weekand enjinnsemangat buat aktifitas hari inijgn lupa untuk vtestream nya yaa stay healthystay safe semuaa en,3
biasa aja gue malah tiap update di igs lebih gatau diri caption nya tapi disaranin jangan dibawa ke tt warga sana langsung ditelen mentah trs tar nain yang diserang seperti wktu itu jm digosipin dating si mba nya langsung diserang netijen indo pdhl mba nya jg org indo ,1
cewek kalau udah syg sm seseorang suka kebangetan tulusnya makanya saat putus galau sm susah move onnya itu loh jg suka kebangetan banget,2
sei ini ya gue baru bangun tidur udah bikin emosi aja,4
may all goes well ya kakaak walaupun gitugitu aja like you said oh iya stay safe and stay healthy soalnya kasus di sana udah mulai naik its concerning t t im doing all fine kok stress sedih dikit tapi gapapa aku kuat hihi,0
bogor sepi ya bang ,1
yuk istirahat lebih cepat semoga besok dapat kabar baik,3
masih emosi sih sama katla kemarin mana keterangannya gini aja hasil mengaci kzl,4
biasanya kalau telat masuk sk disemprot sm gurunya jd malu,0
di tmpt biasa ,1
aku yakin mereka akan jengukin sih tapi kita tidak tau ya mereka mau share apa tidak yang penting jm tidak sendirian lagi ahh copit bangsat minta maaf lu bikin mimi sakit dan sndirian,4
marah marah terus keriput,4
kalau menurut etika menaiki kereta yang kucari di internet semalam tidak ada yang melarang tiduran di kompartemen kereta dia lalu tersenyum asal kau tidak berisik dan mengotori kompartemen itu saja ,1
suka banget asli  ungu ungu gini aa,2
takut banget tidak ada tempat nyaman lagi buat cewek cowok memang otak sangean semuanya ingin pindah negara rasanya begitulah kurang lebihnya,5
memang sedang sepi selamat pagi ,1
yakan suka muji tapi dipuji balik malah malu suka natap mata member giliran ditatap balik juga malu sendiri cekidaw,5
tumben masih sepi ,1
hmm imo seni itu untuk dinikmatin tidak harus menguasai dasarnya sama kaya kamu tidak harus paham hukum elektromagnetik buat main hp paham hukum aerodinamika buat ngayuh sepeda and lastly hal yang mereka lakuin ini tidak ngerugiin orang lain kok biarin mereka bahagia,3
semangat dong nitip rok sebentar ,1
aw ikut seneng semangat ya kuliahnya,3
purapura kaget atau mau cuci tangan ,1
ini boleh tidak si aku kecewa or marah sama dia tertawa cuma karena aku beli acrylic frame trs majang pc bareng sama polaroid ortuku dia blg gini apa aku doang yang sensi ini ya dikira nge kpop bikin lupa semua hal bahkan orang tua sendiri kamu bikin aku makin tidak mau kenal spesies cowok dasar idiot,4
sedih tapi apapun hubungannya at the end of the day bakala tetep jadi stranger gak sih,0
sampai pagi ini masih nempel suara denise cover day ini di kepalaantara masih msih kagum dan sedih karena dia salah satu orng yang bikin ku tertarik ke kpop karena headvoice dan range vocal dia bagus banget,0
sedih ya nggaloi weton,0
renang dari jam jam karena seru banget sepi cuaca mendukung mendung pulang kaget hidung sm pipi merah kena sunburn sad bet,0
pagi pagi lihat orang bikin pie keliatan enak banget gataunya slime dayruined jengkel,4
bisnis haram ini artis indonesia yang suka banget bekerja dg uang haram hindari dan jauhi bisnisnya karaoke dan lain-lain biadab banget mengajak masyarakat kpd hal yang negatif jauhi mereka semuanya para artis yang menjerumuskanmu keneraka jahanam naudzubillah mindhaliq,4
sedih tapi gapapa setidaknya masih bisa ngabarin fans jadi ya tidak khawatir banget karena ditinggal hilang,0
semangat ych hari ini,3
aku sedih eh tapi kok kamu udah bangun,0
seringan apapun masalah karena malas ia terasa beratseberat apapun masalah karena semangat ia bisa diselesaikan menjadi ringanpagi,3
agak ngeri tapi tetep semangat gurls,5
yosh semangat teruus maacii asmakdoen pantjen ouye semangat jg buat kamu maakk penasaran ini aku sama hari senin lu nanti di,3
haruskah saya buat fesbuk agar twitter ini semakin sepi ,1
masuk sekolah seperti biasa ,1
semangat mencari nafkah untuk baby l nya ya kak aku doain dari sini semoga selalu diberikan kesehatan yang luar biasa,3
akhirnya syuting lagii semangat sayang,3
dulu waktu smp saya jengkel banget sama ibu saya mau pergi naik bus dari jombang ke bojonegoro jawa timur pakai dianterin ke terminal bus padahal pinginnya naik angkot saja,4
ya ampun pagi pagi udah bikin emosi wkwk,4
malu banget makxskxj mau pcran sama hyomin anjay,5
gak kaget kalau tau pendukung gubernur kafir,4
make notion enak juga wkwk tau gitu dari dulu make ini app satu,3
itu orang muka badak merusak nama pulang pergi saja,4
embun pagi selamat pagi mentari jangan kau kotori dengan emosi jangan kau nodai dengan iri dengki ,1
malu typo ya nder saking nsjahss nya,5
diberi keistimewaan malah memalukan apa kabar komisaris ahok cc ,1
semuanya sih termasuk denise juga sedih juga harus ninggalin kakakkakaknya,0
gaa oke semangat nyucinya,3
ya kali ngejar ngejar cinta ngejar tahajjud aja kadang suka telat,2
tidak bisa gambar biar folls moots mengerti dan tdk kecewa dengan diriku yang tidak bisa gambar tapi maksa sok gambar,0
yaahh dinikmati saja kalau kaya gituu selagi masih ada orangnya disayang sayang aja ,1
halo kak paket saya masih belum ada update dari tanggal januari sampai sekarang dan belum sampai juga bagaimana ya kak saya khawatir jika paket saya hilang soalnya saya banyak lihat kasus paket hilang di twitter mohon bantu follow up ya kaksaya sudah hari menunggu paket,5
aquarius gak pinter bohong to the point banget dan kadang karena to the pointnya dia itu suka bikin sakit hati jadi takut ketemuan,5
terimakasih allah terimakasih abah skrg ni abah tidak pernah pun salahkan mimi deh kalau porch sepah sebagai berikut kucing dan monyet tidak marah mimi kalau tidak masak sebagai berikut abah akan tolong masak perubahan ni sejak kitaorg kena ujian covid raya lepas abah masak nasi lemak hybrid nasi ayam,3
saat si bodoh merasa ikhlas dengan kebodohannya di saat itulah si alim tengah bersedih dengan ilmunya ,1
yahh sumpah sedih banget lohh walopun zi bukan fans nya tapi sedih lohh mimpi buruk fandom tuh kaya gitu,0
lala moli banget suka tidur telentang begitu,2
janganlah jadi serangga jadi manusia agar kita boleh sayang menyayangi cia cia cia,2
titalia kenapa dia cantik banget yaallah eh bukan cantik si menawan aja gitu suka banget lihat nya kek pramugari dia juga ramah banget,2
diem bukan berrti aku limbad bisa saja sy ijat ,1
sedikit cerita he jadi gni gue pernah di tembak nihh dan gila dia bawa temen nya juga dong trs dia niat juga bawain gue coklatt coklatnya banyak banget lagi karena dia tau kalau gue suka coklat,2
takut ah tapi wkwk,5
anehnya lagi ada anggota kaget kok bengkak anggaranya,5
telat lu memberikan tau faktanya minkalo sblm pertandingan kasih tau fakta nya kan aku tidak se kecewa ini,4
gue nangis bgttttttt da ah malu seneng kaget jd satu amatt,5
karena bisanya cuma itu doang aku bego soalnya ,1
suka banget sama konsep yang dipake taeyeon cantik banget udah kaya dewi artemis,2
orang jago banget menghakimi orang lain sekana akan yang mereka lihat itu selalu salah ya padahal mereka gatau orang yang mereka hakimi itu salah satu orang yang gak seberuntung mereka semoga kalian gapernah ngerasain gagal nikah selalu bahagia dn pnya pwsangan yang baik ,1
udah tau bikin sedih masih aja dibaca terus,0
akibat pernah lihat plat b bawa kendaraan di luar jakarta ugalan padahal jalanan sepi seperti dikejer setan bego gitu,4
lebih takut arab di puncak,5
tolong adain fitur unsend saya malu bngt jancok,4
disgusting sejak kapan poligami diijinkan oleh agama buat mencegah zina rasul juga poligami bukan sama wanita muda tapi sama janda dan untuk melindungi mereka bukan buat ngewe halal tolol,4
semoga keterima ya semangat,3
win kalau rambutnya turun gitu cakepp banget gue paling suka,2
mu third last nike size xl excellent ada beberapa bobles ke saja untuk detail silahkan wa ,1
semangat presidenku presiden kita,3
serpihan apa si anis beruntung mewarisi hasil kerja jokowi ahok jarot dia tinggal cengar cengir gunting pita seperti badut bodoh mrt sudah jadi busway sudah pakai bis eropakampung pulo sudah normal kalijodo udah rata coba sebut aja pembangunan si anis yang berguna,4
ketulusan hati sepasang manusia kan tetap terjaga sampai salah satu dari mereka merasakan sakitnya kecewa atau berjumpa dengan sang pencipta ,1
aku suka banget sama hampir semua genre sih kayaknya kecuali metal sama rock akhirakhir ini selera musikku lebih ke calming vibes yang enak didenger sambil mengerjakan apapun coba dengerin ini  kak,2
bangsat ini akun sy di hack kah,4
my hari ini seneng banget huhu dapat kabar baik dari jimin say alhamdulillah buat muslim armys terus nanti stay alive mau rilis jangan lupa kita punya goals juga ya harus semangat pokonyaa,3
selamat pagi dari pkutante baru bgnnyenyak banget bobonya tidak gerak semaleman semoga sehat dan bahagia selalu teman se alteryakin selalu ada rejeki tuk kita hari ini ya cemilan dari momo juga ikut menemani tante visit pkuemg gitu tante suka bawa,3
suka banget makasi ibu bapak dan eyang,2
slogan tu deh boleh buang ganti dengan semua polis adalah bangsat,4
pagii semangat ya kamu hari ini have a good day,3
pelan pelan sama yvyv hjnya dibalikn ke ranjang tidak kasar tidak kencengsayangnya yvyv nakal ya ditinggal malah main sendiri ya udah main aja situ sama bantal hyung lagi hj geleng geleng panik asli suara yhnya lembut banget tidak kaya marah tidak mau tidak puas pingin yvyv,3
manusia manis manusia baik manusia cantikku jimin udah negatif covid dan keluar dari rs bagaimana rasanya menggambarkan rasa bahagia ku jimin finally sayangg tinggal pemulihan pasca operasi lagi ya sayang kuu jimiinn,3
angelchibi terima kasih karena kamu udah buat harihariku jd lebih bahagia kamu adalah hal terindah di hidupku yang singkat ini,3
hahaha iya benerr aku pun kaget ternyata ujungnya anak bio,5
baim wong kaget menemukan banyak ular di rumahnya,5
semangat rebahan gue ,3
suka banget mv nya simple tapi ngena dan enak di lihat nya,2
semoga bahagia di surga,3
werewolf boy disitu suka banget sama style boyoung,2
wkwkakak faker tolol ye,4
banyaknya petani yang tersebar di seluruh indonesia menteri bumn gagas program energi tani et dengan tujuan membumikan semangat bertani sehingga para petani menghasilkan produkproduk pertanian secara mandiri ,1
lama lama kan juga terbiasa teknik ke accounting ya kaget dan gugup karena baru awal ,1
hi kak lagi cari app prem ingin cepat juga ada ini lengkap fast respon testi on pinned yaa yuk langsung message t jual netflix murah spotify wetv kaget nikah all of us are dead ,1
si indy malu sampai ke ubun ubun,5
tidak suka oleng sana sini tetep aja balik lagi ke mas ganteng peletnya kuat banget,2
aku suka dari rg sama pahamify sering ngadain gratis trus ig juga banyak tapi ribet banget syaratnya suruh share grup kadang ,1
asuh opung ini tolong hargain ya pung tdk semua orang suka dengan postingan opung ini kara ini sumpah enak banget,4
kalau yang hockey summer masi bisa diliat lah ini kek saat oper oper pucknya tuh bisa ngepas gitu mana kan mereka lari sana sini liatnya takut pada kepleset,5
sedih td malam mimpinya jeleek kali sampai aku kebangun tengah malam nangiss deress trs aku tahajud baca doa blabla trs mimpi jelek lagi sampai dalam mimpi itu aku capeek kali baca ayat kursi qul tapi setannya tidak pigi anjir,0
bukan ranah bin kecuali mau ditertawakan silakan saja ,1
masa sepiikok sepi ,1
memandang ke tempat sujud apabila shalatrasulullah biasa menundukkan kepala mengarahkan pandangannya ke tanahhakim ,1
haai sender selamat pagi aku mau kenalin anak aku namanya kaitlyn yang bisa banget kamu ajak food date mcflurry hari ini loh kalau untuk varian mcflurrynya kaitlyn suka yang mana aja kok atau nanti kamu bisa obrolin lagi sama kath ya sender,3
baru saja mengirim foto kecamatan sanden ,1
aduhh ngtd gamau gue bales lagi tapi kesel ampe ubun lohh sini mendingan beb message gue kasih tau kamu dirumah kapan gue paranin trus gue jedotin pakai bawa anak gue lagi kamu bangsat,4
nah kan sudah pasti ada alasan kuat mengapa direksi sebelumya mengundurkan diri belum apa apa udah jadi bumper ngeri ngeri sedap,5
kok lu tolol banget sih nder,4
baru tengok ni je deh sedih,0
karena dia punya keinginanniatan kuat iya kan dia ingin bales dendam ke cheong san ,1
bagaimana kalau aku tidak baikbaik saja,0
halo mas jnt makasih sudah mengantarkan paket kesayangan saya tapi nama saya double r,3
perahu deh sedia payung pun deh tersedia hanya menunggu hujan di langit saja apa macam mak aji sayang oii ,1
bahagia milad ya uni ku insya allah diberikan umur yang panjangdiberikan kesehatan selalukeselamatanbahagia dunia akhirat untuk unikeluargatetap semangat uni kutetap berjuang bela rakyat jelata,3
dan pun ketika jatuhgagal kamu gak akan sedih dan kecewa berlebihan tetap semangatttsss ,1
sumpah yaa instagram tuh kadang resee suka gak kasih notiff,4
sekalinya dapat au yang saya suka alur ceritanya eh malah masi on going gadak apa ya alur gitu tapi uda end bukan gabisa nunggu tapi ini beneran butuh asupan au banget ku lagi gabut banget banget,2
psi walau di benci tapi mengalami kenaikkan elektabilitas mungkin karena progres nya terlihat jelas oleh publik ,1
wah ikut senang selamat ulang tahun sender boleh aku pakai twibbonnya juga,3
sahabat adalah mereka yang mampu mengeluarkan kemampuan terbaik yang ada dalam diri kamu mereka yang selalu berimu semangat ,1
hiyahiyahiya terpesona ku pada pandangan pertama dan tidak kuasa menahan emosi,4
semangat hari hari masih panjang yang sudah biarlah berlalu alloh tau apa yang terbaik buat aku walaupun itu pahit rasanya sebelum nyawa di cabut sampai tenggorokan tidak ada kata terlambat untuk berubah lebih baik,3
gapapa kaget aja ,1
stelah kemarin ditinggal snowdrop trus minggu sekarang ditinggal bulgasal minggu depan keknya akan sepi banget gak akan ada yang nemenin malam mingguan lagi,0
read this before dengar lagu mark so bila dengar tadi teringat tweet ni sedih do senanya lagu ni,0
harap demam biasa takut copid,5
terus ujaran naon ujaran bangsat ujaran kunyuk,4
masi pagii tahan jangan emosi,4
wah senang disangka line tampak muda aku disana sujiya ,1
